# dataset=strongs/glosses; lang=eng; source=strongs_gloss(lexicon)+llm_strongs_glosses(llm); license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	gloss	methods	sources
H5881	עֵינָן	Enan	lexicon	stepbible
H5882	עֵין עֶגְלַיִם	Eneglaim	lexicon	stepbible
H5883	עֵין רֹגֵל	En-rogel	lexicon	stepbible
H5884	עֵין רִמּוֹן	En-rimmon	lexicon	stepbible
H5885	עֵין שֶׁמֶשׁ	En-shemesh	lexicon	stepbible
H5886		En-tannim	lexicon	stepbible
H5887	עֵין תַּפּוּחַ	En-tappuah	lexicon	stepbible
H5888	עָיֵף	be faint	lexicon	stepbible
H5889	עָיֵף	faint	lexicon	stepbible
H5890	עֵיפָה	darkness	lexicon	stepbible
H5891	עֵיפָה	Ephah	lexicon	stepbible
H5892	עִיר	excitement	lexicon	stepbible
H5893	עִיר	Ir	lexicon	stepbible
H5894	עִיר	watcher	lexicon	stepbible
H5895	עַיִר	colt	lexicon	stepbible
H5896	עִירָא	Ira	lexicon	stepbible
H5897	עִירָד	Irad	lexicon	stepbible
H5898	עִיר הַמֶּלַח	City of Salt	lexicon	stepbible
H5899		Ir-hatmarim	lexicon	stepbible
H5900	עִירוּ	Iru	lexicon	stepbible
H5901	עִירִי	Iri	lexicon	stepbible
H5902	עִירָם	Iram	lexicon	stepbible
H5903	עֵירֹם	naked	lexicon	stepbible
H5904	עִיר נָחָשׁ	Ir-nahash	lexicon	stepbible
H5905	עִיר שֶׁמֶשׁ	Ir-shemesh	lexicon	stepbible
H5906	עַיִשׁ	Bear	lexicon	stepbible
H5907	עַכְבּוֹר	Achbor	lexicon	stepbible
H5908	עַכָּבִישׁ	spider	lexicon	stepbible
H5909	עַכְבָּר	mouse	lexicon	stepbible
H5910	עַכּוֹ	Acco	lexicon	stepbible
H5911	עָכוֹר	Achor	lexicon	stepbible
H5912	עָכָן	Achan	lexicon	stepbible
H5913	עָכַס	tinkle	lexicon	stepbible
H5914	עֶכֶס	anklet	lexicon	stepbible
H5915	עַכְסָה	Achsah	lexicon	stepbible
H5916	עָכַר	trouble	lexicon	stepbible
H5917	עָכָר	Achan	lexicon	stepbible
H5918	עׇכְרָן	Ochran	lexicon	stepbible
H5919	עַכְשׁוּב	viper	lexicon	stepbible
H5920	עַל	Most High	lexicon	stepbible
H5921	עַל	upon	lexicon	stepbible
H5922		since	lexicon	stepbible
H5923	עֹל	yoke	lexicon	stepbible
H5924	עֵלָּא	above	lexicon	stepbible
H5925	עֻלָּא	Ulla	lexicon	stepbible
H5926	עִלֵּג	stammerer	lexicon	stepbible
H5927	עָלָה	ascend	lexicon	stepbible
H5928	עֲלָה	burnt offering	lexicon	stepbible
H5929	עָלֶה	leaf	lexicon	stepbible
H5930	עֹלָה	burnt offering	lexicon	stepbible
H5931	עִלָּה	pretext	lexicon	stepbible
H5932	עַלְוָה	iniquity	lexicon	stepbible
H5933	עַלְוָה	Alvah	lexicon	stepbible
H5934	עָלוּם	youth	lexicon	stepbible
H5935	עַלְוָן	Alvan	lexicon	stepbible
H5936	עֲלוּקָה	leech	lexicon	stepbible
H5937	עָלַז	exult	lexicon	stepbible
H5938	עָלֵז	exultant	lexicon	stepbible
H5939	עֲלָטָה	darkness	lexicon	stepbible
H5940	עֱלִי	pestle	lexicon	stepbible
H5941	עֵלִי	Eli	lexicon	stepbible
H5942	עִלִּי	upper	lexicon	stepbible
H5943	עִלַּי	Most High	lexicon	stepbible
H5944	עֲלִיָּה	upper room	lexicon	stepbible
H5945	עֶלְיוֹן	high	lexicon	stepbible
H5946	עֶלְיוֹן	Most High	lexicon	stepbible
H5947	עַלִּיז	jubilant	lexicon	stepbible
H5948	עֲלִיל	furnace	lexicon	stepbible
H5949	עֲלִילָה	wantonness	lexicon	stepbible
H5950	עֲלִילִיָּה	deed	lexicon	stepbible
H5951	עֲלִיצוּת	exultation	lexicon	stepbible
H5952	עַלִּית	roof	lexicon	stepbible
H5953	עָלַל	abuse	lexicon	stepbible
H5954	עֲלַל	come	lexicon	stepbible
H5955	עֹלֵלָה	gleaning	lexicon	stepbible
H5956	עָלַם	conceal	lexicon	stepbible
H5957	עָלַם	perpetuity	lexicon	stepbible
H5958	עֶלֶם	youth	lexicon	stepbible
H5959	עַלְמָה	maiden	lexicon	stepbible
H5960	עַלְמוֹן	Almon	lexicon	stepbible
H5961	עֲלָמוֹת	Alamoth	lexicon	stepbible
H5962	עַלְמִי	Elamite	lexicon	stepbible
H5963	עַלְמֹן דִּבְלָתָיְמָה	Almon-diblathaim	lexicon	stepbible
H5964	עָלֶמֶת	Alemeth	lexicon	stepbible
H5965	עָלַס	rejoice	lexicon	stepbible
H5966	עָלַע	suck	lexicon	stepbible
H5967	עֲלַע	rib	lexicon	stepbible
H5968	עָלַף	enwrap	lexicon	stepbible
H5969	עֻלְפֶּה	fainting	lexicon	stepbible
H5970	עָלַץ	rejoice	lexicon	stepbible
H5971	עַם	people	lexicon	stepbible
H5972	עַם	people	lexicon	stepbible
H5973	עִם	with	lexicon	stepbible
H5974	עִם	with	lexicon	stepbible
H5975	עָמַד	stand	lexicon	stepbible
H5976	עָמַד	shake	lexicon	stepbible
H5977	עֹמֶד	post	lexicon	stepbible
H5978	עִמָּד	with me	lexicon	stepbible
H5979	עֶמְדָּה	support	lexicon	stepbible
H5980	עֻמָּה	close	lexicon	stepbible
H5981	עֻמָּה	Ummah	lexicon	stepbible
H5982	עַמּוּד	pillar	lexicon	stepbible
H5983	עַמּוֹן	Ammon	lexicon	stepbible
H5984	עַמּוֹנִי	Meunite	lexicon	stepbible
H5985	עַמּוֹנִית	Ammonitess	lexicon	stepbible
H5986	עָמוֹס	Amos	lexicon	stepbible
H5987	עָמוֹק	Amok	lexicon	stepbible
H5988	עַמִּיאֵל	Ammiel	lexicon	stepbible
H5989	עַמִּיהוּד	Ammihud	lexicon	stepbible
H5990	עַמִּיזָבָד	Ammizabad	lexicon	stepbible
H5991	עַמִּיחוּר	Ammihur	lexicon	stepbible
H5992	עַמִּינָדָב	Amminadab	lexicon	stepbible
H5993		Amminadib	lexicon	stepbible
H5994	עֲמִיק	deep	lexicon	stepbible
H5995	עָמִיר	sheaf	lexicon	stepbible
H5996	עַמִּישַׁדַּי	Ammishaddai	lexicon	stepbible
H5997	עָמִית	neighbor	lexicon	stepbible
H5998	עָמַל	toil	lexicon	stepbible
H5999	עָמָל	trouble	lexicon	stepbible
H6000	עָמָל	Amal	lexicon	stepbible
H6001	עָמֵל	labour(er)	lexicon	stepbible
H6002	עֲמָלֵק	Amalek	lexicon	stepbible
H6003	עֲמָלֵקִי	Amalekite	lexicon	stepbible
H6004	עָמַם	darken	lexicon	stepbible
H6005	עִמָּנוּאֵל	Immanuel	lexicon	stepbible
H6006	עָמַס	lift	lexicon	stepbible
H6007	עֲמַסְיָה	Amasiah	lexicon	stepbible
H6008	עַמְעָד	Amad	lexicon	stepbible
H6009	עָמַק	be deep	lexicon	stepbible
H6010	עֵמֶק	Valley (of Achor)	lexicon	stepbible
H6011	עֹמֶק	depth	lexicon	stepbible
H6012	עָמֵק	unfathomable	lexicon	stepbible
H6013	עָמֹק	deep	lexicon	stepbible
H6014	עָמַר	bind	lexicon	stepbible
H6015	עֲמַר	wool	lexicon	stepbible
H6016	עֹמֶר	sheaf	lexicon	stepbible
H6017	עֲמֹרָה	Gomorrah	lexicon	stepbible
H6018	עׇמְרִי	Omri	lexicon	stepbible
H6019	עַמְרָם	Amram	lexicon	stepbible
H6020	עַמְרָמִי	Amramite	lexicon	stepbible
H6021	עֲמָשָׂא	Amasa	lexicon	stepbible
H6022	עֲמָשַׂי	Amasai	lexicon	stepbible
H6023	עֲמַשְׁסַי	Amashsai	lexicon	stepbible
H6024	עֲנָב	Anab	lexicon	stepbible
H6025	עֵנָב	grape	lexicon	stepbible
H6026	עָנַג	delight	lexicon	stepbible
H6027	עֹנֶג	delight	lexicon	stepbible
H6028	עָנֹג	dainty	lexicon	stepbible
H6029	עָנַד	bind	lexicon	stepbible
H6030	עָנָה	dwell	lexicon	stepbible
H6031	עָנָה	be occupied	lexicon	stepbible
H6032	עֲנָה	answer	lexicon	stepbible
H6033	עֲנָה	afflict	lexicon	stepbible
H6034	עֲנָה	Anah	lexicon	stepbible
H6035	עָנָו	poor	lexicon	stepbible
H6036	עָנוּב	Anub	lexicon	stepbible
H6037	עַנְוָה	gentleness	lexicon	stepbible
H6038	עֲנָוָה	humility	lexicon	stepbible
H6039	עֱנוּת	affliction	lexicon	stepbible
H6040	עֳנִי	affliction	lexicon	stepbible
H6041	עָנִי	afflicted	lexicon	stepbible
H6042	עֻנִּי	Unni	lexicon	stepbible
H6043	עֲנָיָה	Anaiah	lexicon	stepbible
H6044	עָנִים	Anim	lexicon	stepbible
H6045	עִנְיָן	task	lexicon	stepbible
H6046	עָנֵם	Anem	lexicon	stepbible
H6047	עֲנָמִים	Anamim	lexicon	stepbible
H6048	עֲנַמֶּלֶךְ	Anammelech	lexicon	stepbible
H6049	עָנַן	cloud	lexicon	stepbible
H6050	עֲנַן	cloud	lexicon	stepbible
H6051	עָנָן	cloud	lexicon	stepbible
H6052	עָנָן	Anan	lexicon	stepbible
H6053	עֲנָנָה	cloud	lexicon	stepbible
H6054	עֲנָנִי	Anani	lexicon	stepbible
H6055	עֲנַנְיָה	Ananiah	lexicon	stepbible
H6056	עֲנַף	bough	lexicon	stepbible
H6057	עָנָף	branch	lexicon	stepbible
H6058	עָנֵף	thickly branched	lexicon	stepbible
H6059	עָנַק	ornament	lexicon	stepbible
H6060	עָנָק	neck	lexicon	stepbible
H6061	עָנָק	Anak	lexicon	stepbible
H6062	עֲנָקִי	Anakite	lexicon	stepbible
H6063	עָנֵר	Aner	lexicon	stepbible
H6064	עָנַשׁ	fine	lexicon	stepbible
H6065	עֲנַשׁ	confiscation	lexicon	stepbible
H6066	עֹנֶשׁ	fine	lexicon	stepbible
H6067	עֲנָת	Anath	lexicon	stepbible
H6068	עֲנָתוֹת	Anathoth	lexicon	stepbible
H6069	עַנְתֹתִי	Anathoth	lexicon	stepbible
H6070	עַנְתֹתִיָּה	Anthothijah	lexicon	stepbible
H6071	עָסִיס	sweet	lexicon	stepbible
H6072	עָסַס	press	lexicon	stepbible
H6073	עֳפֶא	branch	lexicon	stepbible
H6074	עֳפִי	foliage	lexicon	stepbible
H6075	עָפַל	swell	lexicon	stepbible
H6076	עֹפֶל	hill	lexicon	stepbible
H6077	עֹפֶל	Ophel	lexicon	stepbible
H6078	עׇפְנִי	Ophni	lexicon	stepbible
H6079	עַפְעַף	eyelid	lexicon	stepbible
H6080	עָפַר	throw	lexicon	stepbible
H6081	עֵפֶר	Epher	lexicon	stepbible
H6082	עֹפֶר	fawn	lexicon	stepbible
H6083	עָפָר	dust	lexicon	stepbible
H6084	עׇפְרָה	Ophrah	lexicon	stepbible
H6085	עֶפְרוֹן	Ephron	lexicon	stepbible
H6086	עֵץ	tree	lexicon	stepbible
H6087	עָצַב	hurt	lexicon	stepbible
H6088	עֲצַב	pain	lexicon	stepbible
H6089	עֶצֶב	toil	lexicon	stepbible
H6090	עֹצֶב	pain	lexicon	stepbible
H6091	עָצָב	idol	lexicon	stepbible
H6092	עָצֵב	worker	lexicon	stepbible
H6093	עִצָּבוֹן	toil	lexicon	stepbible
H6094	עַצֶּבֶת	injury	lexicon	stepbible
H6095	עָצָה	shut	lexicon	stepbible
H6096	עָצֶה	spine	lexicon	stepbible
H6097	עֵצָה	tree	lexicon	stepbible
H6098	עֵצָה	counsel	lexicon	stepbible
H6099	עָצוּם	mighty	lexicon	stepbible
H6100	עֶצְיוֹן גֶּבֶר	Ezion-geber	lexicon	stepbible
H6101	עָצַל	be sluggish	lexicon	stepbible
H6102	עָצֵל	sluggish	lexicon	stepbible
H6103	עַצְלָה	sluggishness	lexicon	stepbible
H6104	עַצְלוּת	sluggishness	lexicon	stepbible
H6105	עָצַם	be vast	lexicon	stepbible
H6106	עֶצֶם	bone	lexicon	stepbible
H6107	עֶצֶם	Ezem	lexicon	stepbible
H6108	עֹצֶם	strength	lexicon	stepbible
H6109	עׇצְמָה	strength	lexicon	stepbible
H6110	עַצֻּמָה	defense	lexicon	stepbible
H6111	עַצְמוֹן	Azmon	lexicon	stepbible
H6112		Eznite	lexicon	stepbible
H6113	עָצָר	restrain	lexicon	stepbible
H6114	עֶצֶר	magistrate	lexicon	stepbible
H6115	עֹצֶר	coercion	lexicon	stepbible
H6116	עֲצָרָה	assembly	lexicon	stepbible
H6117	עָקַב	assail	lexicon	stepbible
H6118	עֵקֶב	consequence	lexicon	stepbible
H6119	עָקֵב	heel	lexicon	stepbible
H6120	עָקֵב	supplanting	lexicon	stepbible
H6121	עָקֹב	insidious	lexicon	stepbible
H6122	עׇקְבָה	cunning	lexicon	stepbible
H6123	עָקַד	bind	lexicon	stepbible
H6124	עָקֹד	striped	lexicon	stepbible
H6125	עָקָה	pressure	lexicon	stepbible
H6126	עַקּוּב	Akkub	lexicon	stepbible
H6127	עָקַל	twist	lexicon	stepbible
H6128	עֲקַלְקַל	crooked	lexicon	stepbible
H6129	עֲקַלָּתוֹן	crooked	lexicon	stepbible
H6130	עָקָן	Akan	lexicon	stepbible
H6131	עָקַר	uproot	lexicon	stepbible
H6132	עֲקַר	be uprooted	lexicon	stepbible
H6133	עֵקֶר	descendant	lexicon	stepbible
H6134	עֵקֶר	Eker	lexicon	stepbible
H6135	עָקָר	barren	lexicon	stepbible
H6136	עִקַּר	root	lexicon	stepbible
H6137	עַקְרָב	scorpion	lexicon	stepbible
H6138	עֶקְרוֹן	Ekron	lexicon	stepbible
H6139	עֶקְרוֹנִי	Ekron	lexicon	stepbible
H6140	עָקַשׁ	twist	lexicon	stepbible
H6141	עִקֵּשׁ	twisted	lexicon	stepbible
H6142	עִקֵּשׁ	Ikkesh	lexicon	stepbible
H6143	עִקְּשׁוּת	crookedness	lexicon	stepbible
H6144	עָר	Ar	lexicon	stepbible
H6145	עָר	enemy	lexicon	stepbible
H6146	עָר	foe	lexicon	stepbible
H6147	עֵר	Er	lexicon	stepbible
H6148	עָרַב	pledge	lexicon	stepbible
H6149	עָרֵב	please	lexicon	stepbible
H6150	עָרַב	grow dark	lexicon	stepbible
H6151	עֲרַב	mix	lexicon	stepbible
H6152	עֲרָב	Arabia	lexicon	stepbible
H6153	עֶרֶב	evening	lexicon	stepbible
H6154	עֵרֶב	Arabia	lexicon	stepbible
H6155	עָרָב	Willows	lexicon	stepbible
H6156	עָרֵב	sweet	lexicon	stepbible
H6157	עָרֹב	swarm	lexicon	stepbible
H6158	עֹרֵב	raven	lexicon	stepbible
H6159	עֹרֵב	Oreb	lexicon	stepbible
H6160	עֲרָבָה	Arabah	lexicon	stepbible
H6161	עֲרֻבָּה	pledge	lexicon	stepbible
H6162	עֲרָבוֹן	pledge	lexicon	stepbible
H6163	עֲרָבִי	Arab	lexicon	stepbible
H6164	עַרְבָתִי	Arbathite	lexicon	stepbible
H6165	עָרַג	long for	lexicon	stepbible
H6166	עֲרָד	Arad	lexicon	stepbible
H6167	עֲרָד	wild donkey	lexicon	stepbible
H6168	עָרָה	uncover	lexicon	stepbible
H6169	עָרָה	bulrush	lexicon	stepbible
H6170	עֲרוּגָה	bed	lexicon	stepbible
H6171	עָרוֹד	wild donkey	lexicon	stepbible
H6172	עֶרְוָה	nakedness	lexicon	stepbible
H6173	עַרְוָה	dishonor	lexicon	stepbible
H6174	עָרוֹם	naked	lexicon	stepbible
H6175	עָרוּם	prudent	lexicon	stepbible
H6176	עֲרוֹעֵר	juniper	lexicon	stepbible
H6177	עֲרוֹעֵר	Aroer	lexicon	stepbible
H6178	עָרוּץ	dreadful	lexicon	stepbible
H6179	עֵרִי	Eri	lexicon	stepbible
H6180	עֵרִי	Erite	lexicon	stepbible
H6181	עֶרְיָה	nakedness	lexicon	stepbible
H6182	עֲרִיסָה	dough	lexicon	stepbible
H6183	עָרִיף	cloud	lexicon	stepbible
H6184	עָרִיץ	ruthless	lexicon	stepbible
H6185	עֲרִירִי	childless	lexicon	stepbible
H6186	עָרַךְ	arrange	lexicon	stepbible
H6187	עֵרֶךְ	valuation	lexicon	stepbible
H6188	עָרֵל	be uncircumcised	lexicon	stepbible
H6189	עָרֵל	uncircumcised	lexicon	stepbible
H6190	עׇרְלָה	haaraloth	lexicon	stepbible
H6191	עָרַם	be shrewd	lexicon	stepbible
H6192	עָרַם	pile up	lexicon	stepbible
H6193	עֹרֶם	craftiness	lexicon	stepbible
H6194	עָרֵם	heap	lexicon	stepbible
H6195	עׇרְמָה	craftiness	lexicon	stepbible
H6196	עַרְמוֹן	plane tree	lexicon	stepbible
H6197	עֵרָן	Eran	lexicon	stepbible
H6198	עֵרָנִי	Eranite	lexicon	stepbible
H6199	עַרעָר	destitute	lexicon	stepbible
H6200	עֲרֹעֵרִי	Aroerite	lexicon	stepbible
H6201	עָרַף	drop	lexicon	stepbible
H6202	עָרַף	break the neck	lexicon	stepbible
H6203	עֹרֶף	neck	lexicon	stepbible
H6204	עׇרְפָּה	Orpah	lexicon	stepbible
H6205	עֲרָפֶל	cloud	lexicon	stepbible
H6206	עָרַץ	tremble	lexicon	stepbible
H6207	עָרַק	gnaw	lexicon	stepbible
H6208	עַרְקִי	Arkite	lexicon	stepbible
H6209	עָרַר	strip	lexicon	stepbible
H6210	עֶרֶשׂ	bed	lexicon	stepbible
H6211	עָשׁ	moth	lexicon	stepbible
H6212	עֶשֶׂב	vegetation	lexicon	stepbible
H6213	עָשָׂה	make	lexicon	stepbible
H6214	עֲשָׂהאֵל	Asahel	lexicon	stepbible
H6215	עֵשָׂו	Esau	lexicon	stepbible
H6216	עָשׁוֹק	oppressor	lexicon	stepbible
H6217	עָשׁוּק	oppression	lexicon	stepbible
H6218	עָשׂוֹר	ten	lexicon	stepbible
H6219	עָשׁוֹת	smooth	lexicon	stepbible
H6220	עַשְׁוָת	Ashvath	lexicon	stepbible
H6221	עֲשִׂיאֵל	Asiel	lexicon	stepbible
H6222	עֲשָׂיָה	Asaiah	lexicon	stepbible
H6223	עָשִׁיר	rich	lexicon	stepbible
H6224	עֲשִׂירִי	tenth	lexicon	stepbible
H6225	עָשַׁן	be angry	lexicon	stepbible
H6226	עָשֵׁן	smoking	lexicon	stepbible
H6227	עָשָׁן	smoke	lexicon	stepbible
H6228	עָשָׁן	Ashan	lexicon	stepbible
H6229	עָשַׂק	contend	lexicon	stepbible
H6230	עֵשֶׂק	Esek	lexicon	stepbible
H6231	עָשַׁק	oppress	lexicon	stepbible
H6232	עֵשֶׁק	Eshek	lexicon	stepbible
H6233	עֹשֶׁק	oppression	lexicon	stepbible
H6234	עׇשְׁקָה	oppression	lexicon	stepbible
H6235	עֶשֶׂר	ten	lexicon	stepbible
H6236	עֲשַׂר	ten	lexicon	stepbible
H6237	עָשַׂר	tithe	lexicon	stepbible
H6238	עָשַׁר	enrich	lexicon	stepbible
H6239	עֹשֶׁר	riches	lexicon	stepbible
H6240	עָשָׂר	ten	lexicon	stepbible
H6241	עִשָּׂרוֹן	tenth	lexicon	stepbible
H6242	עֶשְׂרִים	twenty	lexicon	stepbible
H6243	עֶשְׂרִין	twenty	lexicon	stepbible
H6244	עָשֵׁשׁ	waste	lexicon	stepbible
H6245	עָשַׁת	gleam	lexicon	stepbible
H6246	עֲשִׁת	plan	lexicon	stepbible
H6247	עֶשֶׁת	plate	lexicon	stepbible
H6248	עַשְׁתּוּת	thought	lexicon	stepbible
H6249	עַשְׁתֵּי	eleven	lexicon	stepbible
H6250	עֶשְׁתֹּנָה	thought	lexicon	stepbible
H6251	עַשְׁתְּרָה	young	lexicon	stepbible
H6252	עַשְׁתָּרוֹת	Ashtaroth	lexicon	stepbible
H6253	עַשְׁתֹּרֶת	Ashtoreth	lexicon	stepbible
H6254	עַשְׁתְּרָתִי	Ashterathite	lexicon	stepbible
H6255	עַשְׁתְּרֹת קַרְנַיִם	Ashteroth-karnaim	lexicon	stepbible
H6256	עֵת	time	lexicon	stepbible
H6257	עָתַד	be ready	lexicon	stepbible
H6258	עַתָּה	now	lexicon	stepbible
H6259		ready	lexicon	stepbible
H6260	עַתּוּד	goat	lexicon	stepbible
H6261	עִתִּי	timely	lexicon	stepbible
H6262	עַתַּי	Attai	lexicon	stepbible
H6263	עֲתִיד	ready	lexicon	stepbible
H6264	עָתִיד	ready	lexicon	stepbible
H6265	עֲתָיָה	Athaiah	lexicon	stepbible
H6266	עָתִיק	surpassing	lexicon	stepbible
H6267	עַתִּיק	ancient	lexicon	stepbible
H6268	עַתִּיק	ancient	lexicon	stepbible
H6269	עֲתָךְ	Athach	lexicon	stepbible
H6270	עַתְלַי	Athlai	lexicon	stepbible
H6271	עֲתַלְיָה	Athaliah	lexicon	stepbible
H6272	עָתַם	burn	lexicon	stepbible
H6273	עׇתְנִי	Othni	lexicon	stepbible
H6274	עׇתְנִיאֵל	Othniel	lexicon	stepbible
H6275	עָתַק	proceed	lexicon	stepbible
H6276	עָתֵק	surpassing	lexicon	stepbible
H6277	עָתָק	arrogant	lexicon	stepbible
H6278	עֵת קָצִין	Eth-kazin	lexicon	stepbible
H6279	עָתַר	pray	lexicon	stepbible
H6280	עָתַר	be abundant	lexicon	stepbible
H6281	עֶתֶר	Ether	lexicon	stepbible
H6282	עָתָר	worshiper	lexicon	stepbible
H6283	עֲתֶרֶת	abundance	lexicon	stepbible
H6284	פָּאָה	cleave	lexicon	stepbible
H6285	פֵּאָה	side	lexicon	stepbible
H6286	פָּאַר	beautify	lexicon	stepbible
H6287	פְּאֵר	headdress	lexicon	stepbible
H6288	פְּאֹרָה	bough	lexicon	stepbible
H6289	פָּארוּר	pale	lexicon	stepbible
H6290	פָּארָן	Paran	lexicon	stepbible
H6291	פַּג	early fig	lexicon	stepbible
H6292	פִּגּוּל	refuse	lexicon	stepbible
H6293	פָּגַע	fall on	lexicon	stepbible
H6294	פֶּגַע	chance	lexicon	stepbible
H6295	פַּגְעִיאֵל	Pagiel	lexicon	stepbible
H6296	פָּגַר	faint	lexicon	stepbible
H6297	פֶּגֶר	corpse	lexicon	stepbible
H6298	פָּגַשׁ	meet	lexicon	stepbible
H6299	פָּדָה	ransom	lexicon	stepbible
H6300	פְּדַהְאֵל	Pedahel	lexicon	stepbible
H6301	פְּדָהצוּר	Pedahzur	lexicon	stepbible
H6302	פָּדוּי	ransomed	lexicon	stepbible
H6303	פָּדוֹן	Padon	lexicon	stepbible
H6304	פְּדוּת	redemption	lexicon	stepbible
H6305	פְּדָיָה	Pedaiah	lexicon	stepbible
H6306	פִּדְיוֹם	redemption	lexicon	stepbible
H6307	פַּדָּן	Paddan	lexicon	stepbible
H6308	פָּדַע	deliver	lexicon	stepbible
H6309	פֶּדֶר	suet	lexicon	stepbible
H6310	פֶּה	lip	lexicon	stepbible
H6311	פֹּה	here	lexicon	stepbible
H6312	פּוּאָה	Puah	lexicon	stepbible
H6313	פּוּג	be numb	lexicon	stepbible
H6314	פּוּגָה	cessation	lexicon	stepbible
H6315	פּוּחַ	breathe	lexicon	stepbible
H6316	פּוּט	Put	lexicon	stepbible
H6317	פּוּטִיאֵל	Putiel	lexicon	stepbible
H6318	פּוֹטִיפַר	Potiphar	lexicon	stepbible
H6319	פּוֹטִי פֶרַע	Potiphera	lexicon	stepbible
H6320	פּוּךְ	color	lexicon	stepbible
H6321	פּוֹל	bean	lexicon	stepbible
H6322	פּוּל	Pul	lexicon	stepbible
H6323	פּוּן	distract	lexicon	stepbible
H6324	פּוּנִי	Punite	lexicon	stepbible
H6325	פּוּנֹן	Punon	lexicon	stepbible
H6326	פּוּעָה	Puah	lexicon	stepbible
H6327	פּוּץ	scatter	lexicon	stepbible
H6328	פּוּק	reel	lexicon	stepbible
H6329	פּוּק	promote	lexicon	stepbible
H6330	פּוּקָה	staggering	lexicon	stepbible
H6331	פּוּר	break	lexicon	stepbible
H6332	פּוּר	Purim	lexicon	stepbible
H6333	פּוּרָה	winepress	lexicon	stepbible
H6334	פּוֹרָתָא	Poratha	lexicon	stepbible
H6335	פּוּשׁ	leap	lexicon	stepbible
H6336	פּוּתִי	Puthite	lexicon	stepbible
H6337	פָּז	pure gold	lexicon	stepbible
H6338	פָּזַז	be refined	lexicon	stepbible
H6339	פָּזַז	be agile	lexicon	stepbible
H6340	פָּזַר	scatter	lexicon	stepbible
H6341	פַּח	snare	lexicon	stepbible
H6342	פָּחַד	dread	lexicon	stepbible
H6343	פַּחַד	dread	lexicon	stepbible
H6344	פַּחַד	thigh	lexicon	stepbible
H6345	פַּחְדָּה	dread	lexicon	stepbible
H6346	פֶּחָה	governor	lexicon	stepbible
H6347	פֶּחָה	governor	lexicon	stepbible
H6348	פָּחַז	be reckless	lexicon	stepbible
H6349	פַּחַז	recklessness	lexicon	stepbible
H6350	פַּחֲזוּת	recklessness	lexicon	stepbible
H6351	פָּחַח	ensnare	lexicon	stepbible
H6352	פֶּחָם	coal	lexicon	stepbible
H6353	פֶּחָר	potter	lexicon	stepbible
H6354	פַּחַת	pit	lexicon	stepbible
H6355	פַּחַת מוֹאָב	Pahath-moab	lexicon	stepbible
H6356	פְּחֶתֶת	eating	lexicon	stepbible
H6357	פִּטְדָה	topaz	lexicon	stepbible
H6358	פָּטוּר	open	lexicon	stepbible
H6359		free	lexicon	stepbible
H6360	פַּטִּישׁ	hammer	lexicon	stepbible
H6361	פַּטִּישׁ	legging	lexicon	stepbible
H6362	פָּטַר	separate	lexicon	stepbible
H6363	פֶּטֶר	firstborn	lexicon	stepbible
H6364	פִּי־בֶסֶת	Pi-beseth	lexicon	stepbible
H6365	פִּיד	disaster	lexicon	stepbible
H6366	פֵּיָה	two-edged	lexicon	stepbible
H6367	פִּי הַחִירֹת	Pi-hahiroth	lexicon	stepbible
H6368	פִּיחַ	soot	lexicon	stepbible
H6369	פִּיכֹל	Phicol	lexicon	stepbible
H6370	פִּילֶגֶשׁ	concubine	lexicon	stepbible
H6371	פִּימָה	excess fat	lexicon	stepbible
H6372	פִּינְחָס	Phinehas	lexicon	stepbible
H6373	פִּינֹן	Pinon	lexicon	stepbible
H6374	פִּיפִיָּה	tooth	lexicon	stepbible
H6375	פִּיק	tottering	lexicon	stepbible
H6376	פִּישׁוֹן	Pishon	lexicon	stepbible
H6377	פִּיתוֹן	Pithon	lexicon	stepbible
H6378	פַּךְ	vial	lexicon	stepbible
H6379	פָּכָה	trickle	lexicon	stepbible
H6380	פֹּכֶרֶת צְבָיִים	Pochereth-hazzebaim	lexicon	stepbible
H6381	פָּלָא	wonder	lexicon	stepbible
H6382	פֶּלֶא	wonder	lexicon	stepbible
H6383	פִּלְאִי	incomprehensible	lexicon	stepbible
H6384	פַּלֻּאִי	Palluite	lexicon	stepbible
H6385	פָּלַג	divide	lexicon	stepbible
H6386	פְּלַג	divide	lexicon	stepbible
H6387	פְּלַג	half	lexicon	stepbible
H6388	פֶּלֶג	stream	lexicon	stepbible
H6389	פֶּלֶג	Peleg	lexicon	stepbible
H6390	פְּלַגָּה	stream	lexicon	stepbible
H6391	פְּלֻגָּה	division	lexicon	stepbible
H6392	פְּלֻגָּה	division	lexicon	stepbible
H6393	פְּלָדָה	iron	lexicon	stepbible
H6394	פִּלְדָּשׁ	Pildash	lexicon	stepbible
H6395	פָּלָה	be distinguished	lexicon	stepbible
H6396	פַּלּוּא	Pallu	lexicon	stepbible
H6397	פְּלוֹנִי	Pelonite	lexicon	stepbible
H6398	פָּלַח	cleave	lexicon	stepbible
H6399	פְּלַח	serve	lexicon	stepbible
H6400	פֶּלַח	millstone	lexicon	stepbible
H6401	פִּלְחָא	Pilha	lexicon	stepbible
H6402	פׇּלְחָן	service	lexicon	stepbible
H6403	פָּלַט	escape	lexicon	stepbible
